timestamps,actual,predict
2024-09-06,1.0,1.0
2024-09-07,5.0,5.0
2024-09-08,5.0,5.0
2024-09-09,4.0,4.0
2024-09-10,2.0,2.0
2024-09-11,3.0,3.0
2024-09-12,12.0,12.0
2024-09-13,1.0,1.0
2024-09-14,4.0,4.0
2024-09-15,9.0,9.0
2024-09-16,14.0,14.0
2024-09-17,6.0,6.0
2024-09-18,12.0,12.0
2024-09-19,3.0,3.0
2024-09-20,6.0,6.0
2024-09-21,0.0,0.0
2024-09-22,3.0,3.0
2024-09-23,9.0,9.0
2024-09-24,3.0,3.0
2024-09-25,4.0,4.0
2024-09-26,2.0,2.0
2024-09-27,3.0,3.0
2024-09-28,2.0,2.0
2024-09-29,5.0,5.0
2024-09-30,4.0,4.0
2024-10-01,1.0,1.0
2024-10-02,4.0,4.0
2024-10-03,5.0,5.0
2024-10-04,9.0,9.0
2024-10-05,3.0,3.0
2024-10-06,4.0,4.0
2024-10-07,5.0,5.0
2024-10-08,5.0,5.0
2024-10-09,7.0,7.0
2024-10-10,5.0,5.0
2024-10-11,7.0,7.0
2024-10-12,5.0,5.0
2024-10-13,2.0,2.0
2024-10-14,6.0,6.0
2024-10-15,8.0,8.0
2024-10-16,2.0,2.0
2024-10-17,9.0,9.0
2024-10-18,5.0,5.0
2024-10-19,4.0,4.0
2024-10-20,8.0,8.0
2024-10-21,5.0,5.0
2024-10-22,3.0,3.0
2024-10-23,0.0,0.0
2024-10-24,6.0,6.0
2024-10-25,8.0,8.0
2024-10-26,4.0,4.0
2024-10-27,14.0,14.0
2024-10-28,5.0,5.0
2024-10-29,8.0,8.0
2024-10-30,2.0,2.0
2024-10-31,1.0,1.0
2024-11-01,2.0,3.825
2024-11-02,2.0,3.825
2024-11-03,14.0,6.101
2024-11-04,4.0,4.173
2024-11-05,4.0,4.173
2024-11-06,1.0,3.666
2024-11-07,4.0,4.173
2024-11-08,4.0,4.173
2024-11-09,4.0,4.173
2024-11-10,7.0,4.735
2024-11-11,1.0,3.666
2024-11-12,4.0,4.173
2024-11-13,4.0,4.173
2024-11-14,7.0,4.735
2024-11-15,9.0,5.124
2024-11-16,2.0,3.825
2024-11-17,3.0,3.994
2024-11-18,5.0,4.353
2024-11-19,5.0,4.353
2024-11-20,4.0,4.173
2024-11-21,1.0,3.666
2024-11-22,1.0,3.666
2024-11-23,6.0,4.541
2024-11-24,1.0,3.666
2024-11-25,0.0,3.507
2024-11-26,0.0,3.507
2024-11-27,2.0,3.825
2024-11-28,4.0,4.173
