timestamps,actual,predict
2024-04-19,37.0,37.0
2024-04-20,18.0,18.0
2024-04-21,22.0,22.0
2024-04-22,14.0,14.0
2024-04-23,23.0,23.0
2024-04-24,29.0,29.0
2024-04-25,15.0,15.0
2024-04-26,26.0,26.0
2024-04-27,33.0,33.0
2024-04-28,33.0,33.0
2024-04-29,17.0,17.0
2024-04-30,17.0,17.0
2024-05-01,42.0,42.0
2024-05-02,29.0,29.0
2024-05-03,30.0,30.0
2024-05-04,22.0,22.0
2024-05-05,45.0,45.0
2024-05-06,29.0,29.0
2024-05-07,23.0,23.0
2024-05-08,27.0,27.0
2024-05-09,25.0,25.0
2024-05-10,79.0,79.0
2024-05-11,56.0,56.0
2024-05-12,44.0,44.0
2024-05-13,31.0,31.0
2024-05-14,28.0,28.0
2024-05-15,41.0,41.0
2024-05-16,33.0,33.0
2024-05-17,30.0,30.0
2024-05-18,16.0,16.0
2024-05-19,26.0,26.0
2024-05-20,21.0,21.0
2024-05-21,20.0,20.0
2024-05-22,20.0,20.0
2024-05-23,23.0,23.0
2024-05-24,23.0,23.0
2024-05-25,40.0,40.0
2024-05-26,31.0,31.0
2024-05-27,12.0,12.0
2024-05-28,15.0,15.0
2024-05-29,24.0,24.0
2024-05-30,19.0,19.0
2024-05-31,18.0,18.0
2024-06-01,26.0,26.0
2024-06-02,30.0,30.0
2024-06-03,33.0,33.0
2024-06-04,17.0,17.0
2024-06-05,22.0,22.0
2024-06-06,15.0,15.0
2024-06-07,34.0,34.0
2024-06-08,31.0,31.0
2024-06-09,21.0,21.0
2024-06-10,27.0,27.0
2024-06-11,30.0,30.0
2024-06-12,31.0,31.0
2024-06-13,26.0,26.0
2024-06-14,35.0,32.972
2024-06-15,27.0,28.057
2024-06-16,21.0,25.092
2024-06-17,13.0,22.533
2024-06-18,22.0,25.519
2024-06-19,24.0,26.406
2024-06-20,25.0,26.947
2024-06-21,24.0,26.406
2024-06-22,38.0,35.363
2024-06-23,71.0,65.44
2024-06-24,73.0,67.434
2024-06-25,28.0,28.649
2024-06-26,24.0,26.406
2024-06-27,43.0,39.475
2024-06-28,26.0,27.492
2024-06-29,35.0,32.972
2024-06-30,24.0,26.406
2024-07-01,28.0,28.649
2024-07-02,22.0,25.519
2024-07-03,13.0,22.533
2024-07-04,15.0,23.079
2024-07-05,26.0,27.492
2024-07-06,26.0,27.492
2024-07-07,13.0,22.533
2024-07-08,27.0,28.057
2024-07-09,18.0,23.99
2024-07-10,26.0,27.492
2024-07-11,27.0,28.057
