timestamps,actual,predict
2024-03-13,23.0,23.0
2024-03-14,46.0,46.0
2024-03-15,27.0,27.0
2024-03-16,26.0,26.0
2024-03-17,39.0,39.0
2024-03-18,29.0,29.0
2024-03-19,38.0,38.0
2024-03-20,21.0,21.0
2024-03-21,24.0,24.0
2024-03-22,33.0,33.0
2024-03-23,33.0,33.0
2024-03-24,35.0,35.0
2024-03-25,33.0,33.0
2024-03-26,31.0,31.0
2024-03-27,20.0,20.0
2024-03-28,16.0,16.0
2024-03-29,20.0,20.0
2024-03-30,18.0,18.0
2024-03-31,17.0,17.0
2024-04-01,18.0,18.0
2024-04-02,21.0,21.0
2024-04-03,25.0,25.0
2024-04-04,22.0,22.0
2024-04-05,29.0,29.0
2024-04-06,29.0,29.0
2024-04-07,14.0,14.0
2024-04-08,24.0,24.0
2024-04-09,31.0,31.0
2024-04-10,24.0,24.0
2024-04-11,28.0,28.0
2024-04-12,33.0,33.0
2024-04-13,39.0,39.0
2024-04-14,16.0,16.0
2024-04-15,26.0,26.0
2024-04-16,23.0,23.0
2024-04-17,29.0,29.0
2024-04-18,26.0,26.0
2024-04-19,37.0,37.0
2024-04-20,18.0,18.0
2024-04-21,22.0,22.0
2024-04-22,14.0,14.0
2024-04-23,23.0,23.0
2024-04-24,29.0,29.0
2024-04-25,15.0,15.0
2024-04-26,26.0,26.0
2024-04-27,33.0,33.0
2024-04-28,33.0,33.0
2024-04-29,17.0,17.0
2024-04-30,17.0,17.0
2024-05-01,42.0,42.0
2024-05-02,29.0,29.0
2024-05-03,30.0,30.0
2024-05-04,22.0,22.0
2024-05-05,45.0,45.0
2024-05-06,29.0,29.0
2024-05-07,23.0,23.0
2024-05-08,27.0,26.265
2024-05-09,25.0,25.641
2024-05-10,79.0,62.076
2024-05-11,56.0,42.155
2024-05-12,44.0,33.644
2024-05-13,31.0,27.575
2024-05-14,28.0,26.591
2024-05-15,41.0,31.927
2024-05-16,33.0,28.338
2024-05-17,30.0,27.246
2024-05-18,16.0,23.313
2024-05-19,26.0,25.941
2024-05-20,21.0,24.55
2024-05-21,20.0,24.302
2024-05-22,20.0,24.302
2024-05-23,23.0,25.049
2024-05-24,23.0,25.049
2024-05-25,40.0,31.41
2024-05-26,31.0,27.575
2024-05-27,12.0,22.335
2024-05-28,15.0,23.068
2024-05-29,24.0,25.344
2024-05-30,19.0,24.054
2024-05-31,18.0,23.806
2024-06-01,26.0,25.941
2024-06-02,30.0,27.246
2024-06-03,33.0,28.338
2024-06-04,17.0,23.559
